,text,Tipo
306,Admirable la labor de Chile en tareas de vacunación. (Perversos neoliberales) https://t.co/qzUzwmLdsY,Negativo
307,Aduanas y el Ejército Mexicano frenaron el traslado ilegal de vacunas Sputnik V con destino a Honduras en una aeronave privada en la Aduana de Campeche. Con acciones coordinadas reforzamos la seguridad nacional y prevenimos el mal uso de las vacunas contra COVID-19. https://t.co/Puuo57bAoJ,Positivo
310,"Afirma @lopezobrador_ que quiere ser recordado como “presidente de la salud”.

A pesar del desbasto de medicamentos, fin del Seguro Popular, fiasco del Insabi, pandemia desbordada y kafkiana vacunación.

Es como si Trump quisiera ser recordado como “presidente de los migrantes”.",Negativo
311,"Agradece @lopezobrador_ a China, Rusia e India y dice que espera que EU ayude pronto con las vacunas https://t.co/fjNqcSzrk5",Positivo
312,"Agradezco a Martha Delgado y a su equipo todo el trabajo realizado para hacer realidad la entrega de 940 020 dosis de la vacuna CansinoBio hoy. Gracias Annette de Epic, Guy y Jorge de Drugmex, Alejandro Svartz de Cofepris. Ese equipo por México sí se ve!! https://t.co/P98tywr4n9",Positivo
313,Agradezco al Gobierno de la República de Chile por compartir su experiencia en la vacunacion masiva con dosis desarrolladas por Sinovac. Con ello se acelera su llegada a México. Nuestro sector salud hará lo propio con la experiencia Sputnik V. Juntos venceremos al Covid-19.,Positivo
314,"Aguas...
Te pican y no te inyectan la vacuna...
No se confíen, también hay enfermeras que son unas ratas inconsideradas de la salud y vida de los demás.
En México tienes que desconfiar de TODOS para que no te chinguen. https://t.co/cPUMhm7SXo",Negativo
315,"Ahora resulta que te tenemos que agradecer estúpido @lopezobrador_ ¡Las vacunas no salen de tu bolsillo! Esto lo pagamos todos los mexicanos y con mucho esfuerzo, cosa que en tu vida has tenido ¡miserable! #ElMasMiserable https://t.co/irv5RU6zN0",Negativo
319,"Al cierre de hoy lunes, en la Ciudad se han aplicado entre primeras y segundas dosis, un total de 872,937 vacunas contra #Covid19 a adultos de 60 años y más de 11 alcaldías.

Comparto detalles. 

Agradezco nuevamente el esfuerzo del @GobiernoMX por traer las vacunas a la ciudad. https://t.co/hD5LJIfJLc",Positivo
320,"Al cierre de hoy, en la Ciudad se han aplicado entre primeras y segundas dosis, un total de 688,220 vacunas contra #Covid19 a adultos de 60 años y más de 11 alcaldías.

Comparto información detallada.

Agradezco el esfuerzo del @GobiernoMX. https://t.co/g28zDvf9CN",Positivo
321,"Al día de hoy han llegado a nuestro país 6 492 375 dosis envasadas de vacunas Pfizer, Sinovac, AstraZeneca y Sputnik V. Aquí la llegada de un millón de dosis Sinovac esta mañana. https://t.co/uDw3Vjat8s",Positivo
322,"Al día de hoy México alcanza
catorce millones seiscientos setenta y cinco mil novecientos veinte dosis de vacunas Pfizer, AstraZeneca, Sinovac, Cansino y Sputnik V.",Positivo
323,"Al día de hoy, se han vacunado 607,550 adultos mayores con la 1era dosis y 173,542 con la 2da dosis, en las 11 alcaldías de la Ciudad donde ya inició el Programa Nacional de Vacunación.

Agradezco nuevamente al @GobiernoMX por la llegada de las vacunas a la Ciudad. https://t.co/o0vQFXXq3v",Positivo
324,"Al presidente NO SE LE AGRADECEN LAS VACUNAS. Es un derecho de los ciudadanos y una obligación del gobierno. Que además se pagan con nuestros impuestos. 
NADA QUE AGRADECERLE A LÓPEZ.
MIL PLANAS.",Negativo
330,"Alcanzamos trece millones trescientos once mil trescientos cuarenta y cinco dosis de vacunas Pfizer, Sinovac, AstraZeneca, Cansino y Sputnik V. Gracias a tod@s l@s que lo han hecho posible por 🇲🇽.",Positivo
331,Alegría por la vacuna y la vida https://t.co/9B8ryEQnpo,Positivo
334,"Alexa, explícame por qué AMLO está gravemente enfermo pero también finge su enfermedad, pero también se vacunó, pero la vacuna no sirve, pero ni han llegado vacunas, pero AMLO politizó con las vacunas, pero AMLO no permite la venta de vacunas pero nunca ha habido venta de vacunas https://t.co/18SbOLCIMa",Positivo
336,"Algo que no le va a gustar mucho a @LillyTellez, es que la cuenta oficial de la vacuna Sputnik V anunció que ya se vacunó el presidente de Rusia Vladimir Putin con la misma. Lo platicamos con la doctora @letichelius
https://t.co/ODN1SpeNf5",Positivo
337,"Alguien sabe cuándo aparecen las vacunas de AstraZeneca de la fundación Slim? Por son 77 millones, con dos por semana cambia todo...",Positivo
344,"AMLO califica de “milagro” el hecho que ya exista una vacuna contra Covid...se llama ciencia y detrás de ella no hay santos, sino científicos; tampoco es cosa de rezos, sino de investigación e inversión. https://t.co/KuYYGv7ZPD",Negativo
345,"AMLO dijo que se vacunará la siguiente semana. Prepárense para escuchar a la oposición diciendo todo tipo de teorías fumadísimas y contradictorias:

""AMLO nunca se enfermó pero sigue enfermo pero ya estaba vacunado pero no se vacunó pero se puso doble vacuna pero no hay vacunas""",Positivo
346,"AMLO ha respondido agresivamente vs el juez Juan Pablo Gomez Fierro y el ministro en retiro José Ramón Cossió. Crea problemas donde no existen ¿Acaso quiere tapar los temas de vacunas, el caso Leonel Luna o los demás graves problemas que atravesamos?",Negativo
350,"AMLO tiene muy pocos contrapesos, y por eso hace una descarada campaña mañanera a favor de su coalición y vacuna a sus operadores políticos antes que al personal médico.
https://t.co/vVkIZWHAvK",Negativo
351,"AMLO todo lo hace despacito, pero su lentitud y la de su gobierno pasó de simpática a criminal.
Vacunas diarias, última semana:
México: 2,200
Chile: 180,000
Urge detener contagios, reactivar economía, que l@s niñ@s regresen a clases. Solo será posible con la población vacunada. https://t.co/9DGSHtdN60",Negativo
354,"Andan tan desesperados y son tan miserables que están guardando las vacunas para aplicarlas días antes del 6 de junio.

¿Sí o no, banda?",Negativo
356,"Antares Guadalupe Vázquez 

Senadora Plurinominal de Morena/ Oficina:
5553453000 Ext. 3834

No quiere que pase mi exhorto urgente y prioritario para vacunar contra COVID al personal de salud de México https://t.co/1GC3JX8lEQ",Negativo
357,"Antes de finalizar este mes contaremos con 3.3 millones de vacunas contra el #COVID19; en marzo esperamos el arribo de 23.6 millones; en abril de 33.2 millones y en mayo de 46 millones.

Recuerda: la vacuna es voluntaria, universal y gratuita. Espera tu turno y sigue cuidándote. https://t.co/SZDDveqnU3",Positivo
360,"Apenas se está vacunado a los médicos que están arriesgando su vida para atender a pacientes con covid-19, pero @LillyTellez ya estalló porque no puede comprar su vacuna en la farmacia de la esquina 🤦🏻‍♀️🤦🏻‍♂️

Así lo describe @jgnaredo en su columna 👇

https://t.co/rLYA9oWsYn",Positivo
361,"Apliqué con el registro de mis padres para la vacunación la misma táctica a la que recurro cuando hay alguna novedad en la vida: me espero, veo qué transa con las bandas, y lo más importante, no empujo, no corro, no grito. Todo un éxito. Y ya ese es todo el tuit. #DéjenseAhí",Positivo
363,"Aprueba Senado nuevos apoyos económicos... en EEUA! Es la 3ra ronda de apoyos y en México @lopezobrador_ y @PartidoMorenaMx no quieren aprobar ni 1. Incluye #IngresoBásicoUniversal de $1,400 dlls + seguro desempleo, apoyo a reactivación, escuelas, vacunación y más. México cuando? https://t.co/MH5Tvtre6w",Negativo
364,"Aquí Anthony Fauci explicando cómo desplegar una estrategia de vacunación masiva, y por qué personas vacunadas/que hayan tenido #COVID19 deben usar cubrebocas porque pueden ser portadoras del virus y contagiar a otros.

¿Quién le explica a @lopezobrador_ ?
https://t.co/q2BQrRzZpz",Negativo
367,"Aquí los nombres de los @MorenaSenadores de la comisión de salud que NO quieren que pase mi exhorto urgente y prioritario para vacunar al personal de salud, les dejo los teléfonos de sus oficinas por si les quieren decir algo... https://t.co/0R57pGpWVX",Negativo
370,"Arribo de 600 mil 600 dosis de la vacuna Pfizer contra el #COVID19

9 de marzo de 2021. https://t.co/cEYRN8I1vS",Positivo
371,Arribo de las vacunas Sinovac esta madrugada al aeropuerto de la CDMX. Más de 10 millones de vacunas ya en México. Buen día!! https://t.co/62vCpYHmWI,Positivo
372,Arribo de tres millones de dosis de vacuna CansinoBio esta madrugada al aeropuerto de la CDMX. Serán trasladadas a la planta Drugmex para envasado y proceso final. En días estarán listas para iniciar aplicación en nuestro país. https://t.co/WdN3dmSV7e,Positivo
373,"Arribo de un millón de dosis de la vacuna Sinovac contra el #COVID19 

13 de marzo de 2021. https://t.co/7LSzA8nRFm",Positivo
374,"Asegura @lopezobrador_ que la vacunación con la jeringa vacía es un compló de sus adversarios.

No podía saberse.

Es el mejor cómico involuntario del planeta.

Lástima que se burle así de un tema que implica salud y vidas.

Es una tragicomedia.",Negativo
375,"Asegura el canciller @m_ebrard que México logró, gracias al gobierno de China, una ampliación de  22 millones de dosis de vacuna contra el Covid. ✍️LAM https://t.co/9VfBmfKVp8",Positivo
376,Así como dicen que debemos ser autosuficientes en gas debieran decir que debemos ser autosuficientes en capacidades para fabricar vacunas.,Negativo
378,"Así es la vida después de la vacuna 

#enPunto 

https://t.co/rYfDy1nTdg",Positivo
380,Así iniciamos la vacunación en la Expo Santa Fé el día de hoy. https://t.co/SjvXMTS3Ud,Positivo
381,"Así luce la vacuna CansinoBio contra covid-19 entregada hoy por Drugmex, Querétaro. Una dosis.
Muy buenos resultados en ensayo con 15 000 voluntarios en nuestro país. Refrigeración estándar. Se pudo hacer y se seguirá haciendo bien en México!! https://t.co/9hpnXCjk7P",Positivo
382,"Así que HAGAN BIEN LAS COSAS... que para eso se les paga, su sueldo, las vacunas, y todo... 3/3",Negativo
383,"Así respondió Gatell a la mentiras de el Bronco y Cabeza de Narco:

""Las vacunas no tienen ningún problema y esta respaldado con estudios, y si ellos prefieren que no se vacunen los neoloneses y tamaulipecos por ahora, se les respeta, e incorporaremos la vacunas pa otros estados"" https://t.co/BjLy2emYNU",Positivo
384,Así se envasa la vacuna contra #Covid_19mx desarrollada por AstraZeneca en Laboratorios Liomont. https://t.co/PoPBN2wTwo,Positivo
392,"Aterrizó vuelo de British Airways  procedente de Moscú, vía Londres, con las 200 mil vacunas Sputnik V. Primer embarque derivado de la reciente conversación de los Presidentes López Obrador y Putin. Nuestra gratitud.",Positivo
396,"Aunque está en marcha el Plan Nacional de Vacunación, debemos seguir cuidándonos, la epidemia sigue activa. Conferencia matutina. https://t.co/NvCrpIfiuf",Positivo
400,Avísenle a Maduro que su amigo AMLO recibió las vacunas de AstraZeneca. https://t.co/qQghdvYQld,Negativo
402,"Ayer, según datos oficiales, se vacunó a 220 personas contra el Covid en México. Murieron, debido a esta causa, también datos oficiales, 1,418 personas. La pregunta obligada: ¿Dónde están las vacunas? 

#MorenaNoSabe",Negativo
405,"Buen día desde un país en el que se rifa un avión que ahí sigue; que se ofrecen vacunas donde no hay; en qué se festeja como éxito el manejo de la economía y la pandemia y, ahora, se “inaugura” un aeropuerto que no opera, y aviones comerciales sin pasajeros. Chingón. #FelizJueves https://t.co/aPgeq0g57F",Negativo
406,"Buen día.En coordinación con el @GobiernoMX continuamos con vacunación en @IztacalcoAl, @Alc_Tlahuac y @XochimilcoAl.

Hoy toca el turno a los adultos mayores cuyo primer apellido empieza con H,I,J,K y L.

Es preferible acudir desayunados, con una botellita de agua y ropa cómoda. https://t.co/aIWIHm7Qit",Positivo
407,"Buen domingo. Les informo que el Presidente Andrés Manuel López Obrador sostendrá conversación telefónica con Vladimir Putin, Presidente de la Federación de Rusia, mañana a las 8 am. Se abordará el futuro de la relación bilateral así como el suministro de vacunas rusas a México.",Positivo
408,Buena noticia : recibimos el Certificado de Análisis de la vacuna Sinovac. Podrá aplicarse a partir de este fin de semana en todo el país. https://t.co/avZXvNnUAx,Positivo
410,"Buenas noticias: esta mañana arribaron 121,875 dosis de la vacuna contra el #COVID19 de la farmacéutica Pfizer-BioNTech, de las cuales, según el Plan Nacional de Vacunación, 80,925 serán para el municipio de Guadalajara. Próximamente se informará sobre los puntos de vacunación. https://t.co/RQr3Tbi2s9",Positivo
414,"Buscamos desde el viernes una respuesta de la autoridad sobre la forma en que se analiza, evalúa y, en su caso, se aprobará la vacuna rusa #SputnikV contra el #Covid19. Como nadie quería responder, fuimos a buscar al doctor @HLGatell a su conferencia en Palacio Nacional. 1/2",Negativo
415,"Cada quien su juicio, es respetable. Para mí, quien decide gastar su  dinero en viajar a vacunarse de COVID está en su derecho. No le roba lugar a nadie: EEUU compró mucha más vacuna de la que necesita, y la derrama económica del turista de salud excede el costo de la vacunación. https://t.co/jRvjdtut6T",Positivo
418,"Carga de un millón de vacunas de Sinovac en Hong Kong, mañana llegarán a las 5 am al Aeropuerto de la Ciudad de México. https://t.co/BRfFVuQwys",Positivo
419,Cargando 940 020 dosis de la vacuna CansinoBio terminada y envasada en la planta Drugmex de Querétaro. Hoy le dimos el banderazo a la primera entrega a BIRMEX. Un gran logro de México que permitirá duplicar la velocidad de vacunacion. https://t.co/emvgkhdcRw,Positivo
420,"Caricaturista chayotero de Reforma asegura que en Estados Unidos venden la vacuna; en redes sociales exponen su mentira
https://t.co/DqCYfdhzhZ",Positivo
425,"Chile tiene menos de la séptima parte de la población de México. Y está vacunando a más de 200,000 personas por día. 

Hoy, @HLGatell presume que México vacunó 555 personas.

Menos del 0,5% de Chile, con todo y que tenemos 7 veces más población. https://t.co/uCTeNfpuqW",Negativo
426,"Chile vacunó a casi 1.4 millones de personas en solo una semana.

Prácticamente el doble, en siete días, del total que lleva México  https://t.co/SbbCNe1oKX",Negativo
427,"Chile, el país de LA con mayor éxito en su programa de vacunación, y a pesar de ello, cierra nuevamente a confinamiento en muchas ciudades por aumento terrible de casos.

Aquí seguimos sin vacunar al personal de salud en su totalidad.

Lo que nos espera después de semana santa...",Negativo
428,"Chistoso el gobierno del #CacasObrador Vía Conacyt le niega recursos a Univ. Autón de Querétaro que desarrolla la vacuna mexicana contra Covid-19 pero el Conacyt si le da 5.8 millones a @JohnMAckerman

y luego @lopezobrador_ dice que combate a la corrupción
#TransformaciónDe4ta",Negativo
441,Comenzamos la jornada laboral muy temprano y con buenas noticias. Recibimos el primer embarque de vacunas contra #Covid19 de @AstraZeneca. 870 mil dosis provenientes de la India producidas en @seruminstindia. Con esto continuará la vacunación en #México. #MultilateralesResuelve https://t.co/ETAAWnqycN,Positivo
442,"Cómo estarán las cosas, que renunció la jefa de vacunación en el país. https://t.co/DyYFw3N86j",Negativo
443,"Como integrantes del Operativo Correcaminos para coadyuvar con la Estrategia Nacional de Vacunación contra la #COVID19 en #Puebla capital, compartimos la siguiente información para las poblanas y poblanos mayores de 60 años de la 𝗭𝗢𝗡𝗔 𝗦𝗨𝗥. (1/2) https://t.co/yfmZ0wQCdt",Positivo
444,"Cómo llamamos a un monigote de TV a quien le brillan los ojos deslizando fracaso en plan de vacunación con frases como “no dicen cuándo llegan”, “no están aprobadas”, ”no hay certeza”. Parece frotarse las manos con la muerte. Pesimismo bajo pedido. Por qué tanto odio @CiroGomezL?",Positivo
445,"Como lo anunciamos, el próximo martes llegará a #México un nuevo lote de #vacunas Pfizer. Éste será destinado de manera casi exclusiva a la vacunación de los trabajadores de #salud que están en la primera línea en hospitales #COVID19.",Positivo
447,"Cómo una ciudadana, la ministra @M_OlgaSCordero se aplicó ayer la vacuna contra #Covid19 en la alcaldía @AlcaldiaMHmx. Sin necesidad de salones VIP, de saltarse la fila o de influyentismos. La salud es un derrocho de todos y todas https://t.co/dQcl9rnWrj",Positivo
455,"Con la vacunación, 🇲🇽 tiene la última oportunidad para evitar un desastre aún mayor que el que ya padecemos actualmente y salvar vidas, como bien señalan el Dr. @julio_frenk y Octavio Gómez en @Reforma. Todo indica, sin embargo, que los intereses políticos seguirán preponderando: https://t.co/7KUVc9gk53",Negativo
456,"Con los 36 mil mdp del Tren Maya podríamos comprar 400 millones de vacunas contra #COVID19: PRI. #Coronavirus
#Latinus #InformaciónParaTi
https://t.co/efb8XvfpQ5",Negativo
458,"Con total cinismo responde el presidente @lopezobrador_ a nuestro video.

Aquí está la prueba de que mienten. Su partido no aportó ni un peso para la compra de vacunas. 

#YaBastaMorena de tantos engaños y mentiras a la gente. https://t.co/AJpoip7M3k",Negativo
460,"Concluimos el séptimo día del Programa Nacional de Vacunación en las alcaldías @XochimilcoAl, @IztacalcoAl y @Alc_Tlahuac. Este es el reporte al cierre de la jornada.

Juntas y #JuntosVamosASalirAdelante https://t.co/sLeV5UWs5V",Positivo
461,"Concluyó llamada telefónica del Presidente López Obrador con Vladimir Putin, Presidente de la Federación de Rusia. Fue cordial y exitosa. Como resultado Hugo López Gatell podrá avanzar con respaldo del gobierno ruso para asegurar arribo de la vacuna sputnik V a la brevedad.",Positivo
463,"Conociendo lo perversos que son y lo desesperados que están, los conservadores van a intentar hacer mella contra la vacunación. Pero es una pésima idea: el pueblo está reconociendo este enorme esfuerzo. Mejor sean propositivos y ofrézcanle al ciudadano algo más que ruindad.",Positivo
466,"Contenedores refrigerados  con
 1 000 000 de vacunas Sinovac en Hong Kong. Ya vienen volando. Mañana arribarán al Aeropuerto de la CDMX en la madrugada. Ese apoyo sí se ve!! https://t.co/dwBSyD9PtS",Positivo
467,"Continúa el Programa Nacional de Vacunación #COVID19 para personas de 60 años o más, con la coordinación del @GobiernoMX. Hasta el momento, este es el acumulado de cobertura en aplicación de dosis en 14 alcaldías. 

Juntas y #JuntosVamosASalirAdelante https://t.co/U8kBAvXZAZ",Positivo
468,"Continúa el Programa Nacional de Vacunación #COVID19 para personas de 60 años o más, con la coordinación del @GobiernoMX. Hasta el momento, este es el acumulado de cobertura en aplicación de dosis en 9 alcaldías. 

Juntas y #JuntosVamosASalirAdelante https://t.co/bfjIWqc69C",Positivo
470,"Continuamos con el Programa Nacional de Vacunación ahora en @A_VCarranza y con la aplicación de 2a dosis en @IztacalcoAl, @XochimilcoAl y @Alc_Tlahuac.

Agradezco al @GobiernoMX por la llegada de las vacunas a la Ciudad https://t.co/G6w5d9aROn",Positivo
471,"Conversamos con el presidente de la Federación Rusa, Vladimir Putin, y se mostró genuinamente afectuoso. Lo invité a visitar México y le agradecí por la decisión de enviarnos 24 millones de dosis de la vacuna Sputnik V para los próximos dos meses. https://t.co/JBoHfQeXjK",Positivo
472,"Conversé con Serguéi #Lavrov, Ministro de Exteriores de la Federación Rusa, quien me confirmó el envío del primer embarque de la vacuna Sputnik este fin de semana en seguimiento a la llamada de los Presidentes Putin y López Obrador. Muy cordial relación México-Rusia.",Positivo
479,"Crear desconfianza y difundir desinformación sobre las vacunas, principal alternativa que tenemos para salir de la pandemia es criminal. Eso es lo que hace @LillyTellez que, en su afán ridículo y protagonista, siempre trata de sacar raja política. ¡Lamentable! #LadyAntiVacunas",Positivo
480,"Creo que, para variar, la “estrategia” de vacunación está dominada por el discurso político, por lo menos eso muestra la gráfica oficial:

Cada semana obtener un “pico” con un mejor nivel de vacunas, para generar buenos comentarios, y después regresar a la incompetencia diaria https://t.co/8WtvZ90juW",Negativo
481,"Criminal y suicida, por parte de la derecha conservadora y de la prensa a su servicio, la explotación propagandística de un caso -entre 8 millones- de falsa vacunación que tiene,además,todas las trazas de ser un montaje.Que pretenden?Que la gente no se vacune y muera?",Positivo
484,"Cuando veas que un país tiene una campaña ""ejemplar"" de vacunación, recuerda que 10 naciones han concentrando el 95% de las dosis de la vacuna contra el COVID19 que se han puesto.

El nacionalismo de las vacunas prolongará la pandemia.

📹 @ajplusespanol.
https://t.co/fVvAsRCizP",Negativo
486,Cumplió Sinovac. Llegaron un millón de dosis de su vacuna esta mañana al aeropuerto de la CDMX. https://t.co/Hb2KecsJ9A,Positivo
487,"Dando y dando: al gobierno de México le urgen vacunas, pues sólo ha podido inocular con esquema completo a 0.5% de la población, y al de Estados Unidos le urge parar el caos en la frontera, que ya se había convertido en el “se los dije” de Donald Trump  https://t.co/zQRrk9nGeX",Negativo
492,"De acuerdo. Me vacuné en Houston en una farmacia CVS - nada de Servidores de la Nación, ni el ejército, simplemente un plan de vacunar cuanto antes a la población. https://t.co/fEgTmeKrM6",Negativo
493,"De entrada la administración pública es un brete, y más durante una pandemia. Tan es así que 800 mil vacunas quedaron embodegadas hasta que llegó su certificado de calidad, 5 días después. Los anuncios y las promesas deben calcular hasta los inconvenientes. 👇🏼 https://t.co/Zb1Oh9Hx3x",Negativo
495,De la falta de vacunas pasamos a la insuficiencia y la pésima distribución. Sello de la 4T: improvisación e ineptitud.,Negativo
497,"De los creadores de “el virus no existe, son cuentos de Anlo para que cerremos nuestros negocios”, “Chin, me contagió mi sirvienta”, “Denme a mí la vacuna primero”, “AMLO genocida, no te importa la gente contagiada”, llega... “Anlo tiene covid, le deseo la muerte.”",Positivo
500,"De verdad. Si después de medio millón de muertos por la pandemia, y del proceso de vacunación como si los viejos fuesen ganado, ustedes votan por Morena... Se merecerán lo que reciban.",Negativo
501,"Decían que nadie quiere la vacuna Sputnik V, que solo la tenía Argentina. Esta semana México inició tratativas para adquirirla y Brasil anunció que producirá 8 millones de dosis al mes. No es que nadie la quería, sino que Argentina la tuvo primero porque tiene a Cristina 😉 https://t.co/KHJjaZm7g0",Positivo
505,Dejaré esto por aquí y me iré lentamente. https://t.co/oxcUbUezhF,Negativo
507,"Del partido que acusó a otros de lucrar políticamente con el coronavirus, llega el partido que quiere lucrar políticamente con la vacunación.

La vacuna es un derecho, no una dádiva. 

Y no hay que mostrar agradecimiento ante lo que es una obligación gubernamental. https://t.co/aNPyLCxNXs",Negativo
508,Demasiadas falsedades se publican sobre la vacunación en Chile para dañar a la 4T,Positivo
510,"Desafortunadamente estas imágenes no son de Acapulco, ni de la colonia Condesa, tampoco de Cancún, se trata de Tel Aviv, en #Israel, donde el avance de la vacunación contra #COVID19 es tan bueno que ya se pueden dar estos lujos: https://t.co/HFjC3lCkHA",Negativo
513,"Desde el aeropuerto de la CDMX informa el Dr Pedro Zenteno, Director de BIRMEX, que arribaron las vacunas de Pfizer provenientes de Bélgica. Son
511 875 dosis.",Positivo
514,"Desde Illinois, EE. UU., arriban 1.5 millones de dosis de vacunas @AstraZeneca contra #COVID19. 

Este 1er envío, de un total de 2.7 millones de dosis, refleja el renovado espíritu de entendimiento, cooperación y respeto mutuo en la nueva etapa de la relación bilateral.
🇲🇽🤝🇺🇲 https://t.co/4Cd0KVpwqp",Positivo
515,"Despierten, porque nos va a cargar la shingada!! 🙄

La vacuna se pondrá en 10 mil centros de apoyo del BIENESTAR, sólo para su gente !! 🤬

@lopezobrador_

#BrozoTeniaRazon

#NiUnVotoAMORENA2021 https://t.co/0tPKTpSljE",Negativo
517,"Después de que Amlo dijo que los médicos privados buscaban enriquecerse y tuvo que “disculparse”; debe estar disfrutando verlos pidiendo la vacuna. 

Porque así es él, vengativo, pequeñito. 
Pero está bien, sirve para que lo conozcan y se sorprendan los atolondrados.",Negativo
520,"Dice el Presidente que no se va a poner la vacuna antes de que le toque porque “todos somos iguales”. 

¿Todo mundo tiene un “equipo de médicos” a su disposición? 

Evidentemente, el Presidente recibe trato especial, aquí y en China. Si fuera igual que todos, habría ido al ISSSTE",Negativo
521,"Dice que se  han ahorrado más de un billón de pesos porque ya no hay corrupción y por eso pueden comprar la vacuna. ¿Por qué chingados no la compraron con tiempo? 
Ah, y la pregunta de la reportera, de que los ricos paguen más. 🤔🙄
https://t.co/5D5RFySzWF",Negativo
522,"Dice una señora de la tercera edad que ella no se va a vacunar con la vacuna rusa, porque escuchó a una senadora decir que hace daño. Y concluye: “mejor no me vacuno con ninguna”.

Me imagino que @LillyTellez es consciente del daño que hizo. 

Es una irresponsable.",Positivo
524,"Difícil de creer. 
En México, los senadores rechazaron la propuesta de vacunar contra COVID a los médicos que aún no han sido inmunizados. https://t.co/FiHcUbOuYh",Negativo
525,"Difícil imaginar al PRI condicionando los apoyos por el terremoto del 85’ con fines electorales.

Bueno, no es tan difícil, se llama MORENA, esto lo anunció el bufón de palacio en días pasados; la vacuna será distribuida por sus operadores políticos,los “Servidores de la Nación” https://t.co/d2zmOuBo8v",Negativo
527,"Diooos!!!
¿¿¿“Ayudar a conseguir vacunas???
¿Qué demonios significa eso? 
Ooootra vez: ¿Que no han repetido hasta el aburrimiento que “van a haber” vacunas suficientes? 
El mismo @HLGatell lo confirmó. 
Que compre Moderna y Janssen ya !!!
Por cierto: que vaya prepagando 2022. 🙄 https://t.co/krih1EXOuh",Negativo
528,"Dirige mensaje al Senado de la República el Presidente Fernández. Feminista, progresista, apasionado promotor de la igualdad,propone unir esfuerzos para producir vacunas y formar una sociedad global más justa. No regresar a ninguna parte, sino avanzar a un mundo más justo. https://t.co/2qIegtrrGB",Positivo
533,"Dr. @HLGatell, no se cuestiona el uso de vacunas en nuestro país. Lo importante es salvar vidas y todos los biológicos son bienvenidos.

La pregunta es ¿por qué comprar una vacuna que aún no cuenta con el aval de la comunidad científica internacional, ni de la @opsoms ni la @FDA?",Negativo
535,"Dudo mucho de la versión de que la jeringa sin vacuna haya sido un error. Suponiendo que la enfermera hubiera olvidado llenarla, al menos habría empujado el émbolo con el pulgar. Puede haber muchas explicaciones pero no creo que haya sido un simple error.",Negativo
536,"Durante el periodo “neoliberal”, las campañas de vacunación en México fueron de las mejores del mundo. 

Hasta que llegó @lopezobrador_ a la presidencia y nos convirtió en motivo de burla y vergüenza internacional.

Han destruído todo y no han construido nada.",Negativo
537,Durísimo pero impecable texto de @eduardo_caccia en @Reforma sobre la criminal manera en que el dictador está manejando el plan de vacunación contra el Covid-19. No se duerman sin leerlo. Se los ruego. https://t.co/AyWtIMAE6c,Negativo
541,"El @GobiernoMX continúa su marcha, así como los programas y obras; ante la emergencia sanitaria, avanza el plan de vacunación. El pdte. @lopezobrador_  recupera poco a poco su vigor y su salud. Sigue pendiente de los asuntos de gobierno y trabajando tranquilamente..",Positivo
542,El @GobiernoMX ha contratado 134 millones de vacunas. Para abril ya se habrán vacunado 15 millones de adultos mayores. En marzo arribarán 23.6 millones de dosis; en abril serán 33.2 millones y para mayo serán otras 46 millones de vacunas recibidas. https://t.co/OBkLCKvReg,Positivo
543,El @GobiernoMX recibe en el @AICM_mx el séptimo embarque de #Vacunas contra la #COVID19. Esta vez provenientes de la India y desarrolladas por @AstraZeneca y la Universidad de Oxford. #VacunaUniversalYGratuita https://t.co/WkOLDZA5e2,Positivo
544,"El @GobiernoMX recibió hoy el 1er lote de 940 mil 22 vacunas de una sola dosis vs Covid 19 de CanSino Biologics de China, envasada en México por los laboratorios Drugmex.

La salud de las y los mexicanos es prioridad y se garantizará el acceso a la vacuna universal y gratuita🇲🇽",Positivo
545,"El #Edoméx hace frente a la pandemia a través de cuatro líneas de acción: prevención, atención oportuna, aplicación de pruebas para la detección temprana de casos #Covid_19mx y la estrategia de vacunación.
#EdoméxEnSemáforoNaranja https://t.co/YdYGqJNAyt",Positivo
546,El #Edoméx se mantiene en semáforo naranja y viene una importante ampliación en el número de vacunas. https://t.co/XpThZYQGSr,Positivo
549,"El acuerdo con EU da prioridad a AstraZeneca para asegurar la segunda dosis de 870 mil adultos mayores a quienes se les aplicó en febrero. Se trata de 2.5 millones de dosis. Sería el mejor inicio de una  amplia cooperación en vacunas. Seguimos trabajando,concluiremos en la noche.",Positivo
550,"El Conacyt avanza en conjunto con @Birmex para sumar y articular con un enfoque sistémico las capacidades soberanas de producción, envasado y distribución de biofármacos, como las vacunas. En una visita a sus instalaciones, constatamos la calidad de las mismas y la urgencia (...) https://t.co/vyKPCU7agq",Positivo
552,El día de hoy dimos inicio a la vacunación de nuestros adultos mayores en otros 20 municipios del #Edoméx. https://t.co/6TiaCgXJQC,Positivo
553,"El día de hoy en la mañanera el Presidente hizo un anuncio importantísimo: vienen ya más vacunas. Y si todo marcha bien, es decir, llegamos y nos mantenemos en verde del semáforo epidemiológico, habrá vacunación para maestros después de concluir la vacunación de adultos mayores. https://t.co/pCIr9e30Nh",Positivo
554,"El día de hoy se aplicaron 8,279 vacunas y rebasamos las 150,000 muertes “oficiales” 

Con esta lentitud de la Campaña de Vacunación “masiva” nos faltan décadas para que nos toque a todos 

Se le acumulan los logros a @HLGatell 

-GOBIERNO INEPTO-",Negativo
